Gene,UniProt,Sample type,Tissue,Species,Repository,Reference,Confidence Score,Description,Coverage Map File,Total Ion Intensity
Lgals3,P16110,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,1015.14,Galectin-3,Normal lung_P16110.html,895328
Lgals3,P16110,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,1015.14,Galectin-3,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P16110.html,18209400
Lgals3,P16110,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,1015.14,Galectin-3,Normal lung ECM (Quantitative detergent solubility profiling)_P16110.html,1602400000
Vwa5a,Q99KC8,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,989.354,von Willebrand factor A domain-containing protein 5A,Bronchoalveolar lavage of fibrotic lung_Q99KC8.html,496910016
Vwa5a,Q99KC8,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,989.354,von Willebrand factor A domain-containing protein 5A,Bronchoalveolar lavage of normal lung_Q99KC8.html,17613600
Vwa5a,Q99KC8,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,989.354,von Willebrand factor A domain-containing protein 5A,Normal lung_Q99KC8.html,763219
Vwa5a,Q99KC8,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,989.354,von Willebrand factor A domain-containing protein 5A,Normal lung_Q99KC8.html,763219
Vwa5a,Q99KC8,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,989.354,von Willebrand factor A domain-containing protein 5A,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q99KC8.html,8689070
Vwa5a,Q99KC8,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,989.354,von Willebrand factor A domain-containing protein 5A,Normal lung ECM (Quantitative detergent solubility profiling)_Q99KC8.html,622544000
Sftpd,P50404,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,964.368,Pulmonary surfactant-associated protein D,Bronchoalveolar lavage of fibrotic lung_P50404.html,16899999700
Sftpd,P50404,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,964.368,Pulmonary surfactant-associated protein D,Bronchoalveolar lavage of normal lung_P50404.html,1402470020
Sftpd,P50404,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,964.368,Pulmonary surfactant-associated protein D,Normal lung_P50404.html,84079200
Sftpd,P50404,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,964.368,Pulmonary surfactant-associated protein D,Normal lung_P50404.html,84079200
Sftpd,P50404,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,964.368,Pulmonary surfactant-associated protein D,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P50404.html,884973
Sftpd,P50404,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,964.368,Pulmonary surfactant-associated protein D,Normal lung ECM (Quantitative detergent solubility profiling)_P50404.html,273248992
Sftpb,P50405,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,855.922,Pulmonary surfactant-associated protein B,Bronchoalveolar lavage of fibrotic lung_P50405.html,15927700500
Sftpb,P50405,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,855.922,Pulmonary surfactant-associated protein B,Bronchoalveolar lavage of normal lung_P50405.html,1756950020
Sftpb,P50405,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,855.922,Pulmonary surfactant-associated protein B,Normal lung_P50405.html,71339000
Sftpb,P50405,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,855.922,Pulmonary surfactant-associated protein B,Normal lung_P50405.html,71339000
Sftpb,P50405,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,855.922,Pulmonary surfactant-associated protein B,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P50405.html,121600000
Sftpb,P50405,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,855.922,Pulmonary surfactant-associated protein B,Normal lung ECM (Quantitative detergent solubility profiling)_P50405.html,895323010
Spp1,P10923,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,782.367,Osteopontin,Bronchoalveolar lavage of fibrotic lung_P10923.html,10930499600
Spp1,P10923,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,782.367,Osteopontin,Bronchoalveolar lavage of normal lung_P10923.html,254279008
Spp1,P10923,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,782.367,Osteopontin,Normal lung ECM (Quantitative detergent solubility profiling)_P10923.html,37754900
Hrg,Q9ESB3,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,782.18,Histidine-rich glycoprotein,Bronchoalveolar lavage of fibrotic lung_Q9ESB3.html,12141500400
Hrg,Q9ESB3,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,782.18,Histidine-rich glycoprotein,Bronchoalveolar lavage of normal lung_Q9ESB3.html,341504992
Hrg,Q9ESB3,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,782.18,Histidine-rich glycoprotein,Normal lung_Q9ESB3.html,6812780
Hrg,Q9ESB3,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,782.18,Histidine-rich glycoprotein,Normal lung_Q9ESB3.html,6812780
Hrg,Q9ESB3,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,782.18,Histidine-rich glycoprotein,Normal lung ECM (Quantitative detergent solubility profiling)_Q9ESB3.html,142655008
Col2a1,P28481-2,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,777.994,Isoform 3 of Collagen alpha-1(II) chain,Normal lung_P28481-2.html,75784000
Col2a1,P28481-2,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,777.994,Isoform 3 of Collagen alpha-1(II) chain,Normal lung_P28481-2.html,75784000
Col2a1,P28481-2,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,777.994,Isoform 3 of Collagen alpha-1(II) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P28481-2.html,1695810050
Col2a1,P28481-2,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,777.994,Isoform 3 of Collagen alpha-1(II) chain,Normal lung ECM (Quantitative detergent solubility profiling)_P28481-2.html,652646020
Anxa11,P97384,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,769.803,Annexin A11,Bronchoalveolar lavage of fibrotic lung_P97384.html,399571008
Anxa11,P97384,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,769.803,Annexin A11,Bronchoalveolar lavage of normal lung_P97384.html,29101100
Anxa11,P97384,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,769.803,Annexin A11,Normal lung_P97384.html,51883800
Anxa11,P97384,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,769.803,Annexin A11,Normal lung_P97384.html,51883800
Anxa11,P97384,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,769.803,Annexin A11,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P97384.html,5834970
Anxa11,P97384,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,769.803,Annexin A11,Normal lung ECM (Quantitative detergent solubility profiling)_P97384.html,1351449980
Col14a1,Q80X19,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,764.446,Collagen alpha-1(XIV) chain,Normal lung_Q80X19.html,86519000
Col14a1,Q80X19,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,764.446,Collagen alpha-1(XIV) chain,Normal lung_Q80X19.html,86519000
Col14a1,Q80X19,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,764.446,Collagen alpha-1(XIV) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q80X19.html,25711000
Col14a1,Q80X19,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,764.446,Collagen alpha-1(XIV) chain,Normal lung ECM (Quantitative detergent solubility profiling)_Q80X19.html,1343660030
Col12a1,Q60847-3,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,726.032,Isoform 3 of Collagen alpha-1(XII) chain,Normal lung_Q60847-3.html,437535008
Col12a1,Q60847-3,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,726.032,Isoform 3 of Collagen alpha-1(XII) chain,Normal lung_Q60847-3.html,437535008
Col12a1,Q60847-3,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,726.032,Isoform 3 of Collagen alpha-1(XII) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q60847-3.html,684145980
Col12a1,Q60847-3,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,726.032,Isoform 3 of Collagen alpha-1(XII) chain,Normal lung ECM (Quantitative detergent solubility profiling)_Q60847-3.html,2379379970
Serpinf1,P97298,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,709.017,Pigment epithelium-derived factor,Bronchoalveolar lavage of fibrotic lung_P97298.html,3707680000
Serpinf1,P97298,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,709.017,Pigment epithelium-derived factor,Bronchoalveolar lavage of normal lung_P97298.html,171819008
Serpinf1,P97298,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,709.017,Pigment epithelium-derived factor,Normal lung_P97298.html,4144.8
Serpinf1,P97298,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,709.017,Pigment epithelium-derived factor,Normal lung ECM (Quantitative detergent solubility profiling)_P97298.html,169644992
Serpind1,P49182,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,692.946,Heparin cofactor 2,Bronchoalveolar lavage of fibrotic lung_P49182.html,3558139900
Serpind1,P49182,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,692.946,Heparin cofactor 2,Bronchoalveolar lavage of normal lung_P49182.html,127419000
Serpina10,Q8R121,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,689.147,Protein Z-dependent protease inhibitor,Bronchoalveolar lavage of fibrotic lung_Q8R121.html,2792430080
Serpina10,Q8R121,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,689.147,Protein Z-dependent protease inhibitor,Bronchoalveolar lavage of normal lung_Q8R121.html,88651000
Serpina1e,Q00898,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,689.005,Alpha-1-antitrypsin 1-5,Bronchoalveolar lavage of fibrotic lung_Q00898.html,137842999000
Serpina1e,Q00898,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,689.005,Alpha-1-antitrypsin 1-5,Bronchoalveolar lavage of normal lung_Q00898.html,5759269900
Serpina1e,Q00898,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,689.005,Alpha-1-antitrypsin 1-5,Normal lung ECM (Quantitative detergent solubility profiling)_Q00898.html,6242240
Aspn,Q99MQ4,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,678.1,Asporin,Normal lung_Q99MQ4.html,210023008
Aspn,Q99MQ4,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,678.1,Asporin,Normal lung_Q99MQ4.html,210023008
Aspn,Q99MQ4,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,678.1,Asporin,Normal lung ECM (Quantitative detergent solubility profiling)_Q99MQ4.html,620937020
Efemp1,Q8BPB5,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,669.359,EGF-containing fibulin-like extracellular matrix protein 1,Bronchoalveolar lavage of fibrotic lung_Q8BPB5.html,576046980
Efemp1,Q8BPB5,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,669.359,EGF-containing fibulin-like extracellular matrix protein 1,Bronchoalveolar lavage of normal lung_Q8BPB5.html,35509600
Efemp1,Q8BPB5,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,669.359,EGF-containing fibulin-like extracellular matrix protein 1,Normal lung_Q8BPB5.html,67785104
Efemp1,Q8BPB5,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,669.359,EGF-containing fibulin-like extracellular matrix protein 1,Normal lung_Q8BPB5.html,67785104
Efemp1,Q8BPB5,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,669.359,EGF-containing fibulin-like extracellular matrix protein 1,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q8BPB5.html,21531100
Efemp1,Q8BPB5,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,669.359,EGF-containing fibulin-like extracellular matrix protein 1,Normal lung ECM (Quantitative detergent solubility profiling)_Q8BPB5.html,113976000
S100a6,P14069,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,639.338,Protein S100-A6,Bronchoalveolar lavage of fibrotic lung_P14069.html,1556930050
S100a6,P14069,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,639.338,Protein S100-A6,Bronchoalveolar lavage of normal lung_P14069.html,394644000
S100a6,P14069,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,639.338,Protein S100-A6,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P14069.html,106150000
S100a6,P14069,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,639.338,Protein S100-A6,Normal lung ECM (Quantitative detergent solubility profiling)_P14069.html,405841984
Thbs1,P35441,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,634.222,Thrombospondin-1,Bronchoalveolar lavage of fibrotic lung_P35441.html,751542020
Thbs1,P35441,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,634.222,Thrombospondin-1,Normal lung_P35441.html,265415008
Thbs1,P35441,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,634.222,Thrombospondin-1,Normal lung_P35441.html,265415008
Thbs1,P35441,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,634.222,Thrombospondin-1,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P35441.html,22939600
Thbs1,P35441,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,634.222,Thrombospondin-1,Normal lung ECM (Quantitative detergent solubility profiling)_P35441.html,1433699970
Serpinb1a,Q9D154,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,631.036,Leukocyte elastase inhibitor A,Bronchoalveolar lavage of fibrotic lung_Q9D154.html,1020110020
Serpinb1a,Q9D154,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,631.036,Leukocyte elastase inhibitor A,Bronchoalveolar lavage of normal lung_Q9D154.html,119219000
Serpinb1a,Q9D154,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,631.036,Leukocyte elastase inhibitor A,Normal lung ECM (Quantitative detergent solubility profiling)_Q9D154.html,402766016
Col4a4,Q9QZR9,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,626.904,Collagen alpha-4(IV) chain,Normal lung_Q9QZR9.html,110331000
Col4a4,Q9QZR9,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,626.904,Collagen alpha-4(IV) chain,Normal lung_Q9QZR9.html,110331000
Col4a4,Q9QZR9,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,626.904,Collagen alpha-4(IV) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q9QZR9.html,85196096
Col4a4,Q9QZR9,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,626.904,Collagen alpha-4(IV) chain,Normal lung ECM (Quantitative detergent solubility profiling)_Q9QZR9.html,53219500
Ctsh,P49935,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,614.57,Pro-cathepsin H,Bronchoalveolar lavage of fibrotic lung_P49935.html,2280189950
Ctsh,P49935,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,614.57,Pro-cathepsin H,Bronchoalveolar lavage of normal lung_P49935.html,173480992
Ctsh,P49935,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,614.57,Pro-cathepsin H,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P49935.html,5730820
Ctsh,P49935,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,614.57,Pro-cathepsin H,Normal lung ECM (Quantitative detergent solubility profiling)_P49935.html,47071800
Ctss,O70370,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,589.302,Cathepsin S,Bronchoalveolar lavage of fibrotic lung_O70370.html,5288540200
Ctss,O70370,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,589.302,Cathepsin S,Bronchoalveolar lavage of normal lung_O70370.html,497769984
Ctss,O70370,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,589.302,Cathepsin S,Normal lung ECM (Quantitative detergent solubility profiling)_O70370.html,34683000
Ctsd,P18242,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,585.466,Cathepsin D,Bronchoalveolar lavage of fibrotic lung_P18242.html,4887220200
Ctsd,P18242,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,585.466,Cathepsin D,Bronchoalveolar lavage of normal lung_P18242.html,339712992
Ctsd,P18242,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,585.466,Cathepsin D,Normal lung_P18242.html,29175.2
Ctsd,P18242,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,585.466,Cathepsin D,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P18242.html,5210780
Ctsd,P18242,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,585.466,Cathepsin D,Normal lung ECM (Quantitative detergent solubility profiling)_P18242.html,852641980
F13a1,Q8BH61,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,578.982,Coagulation factor XIII A chain,Bronchoalveolar lavage of fibrotic lung_Q8BH61.html,863555010
F13a1,Q8BH61,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,578.982,Coagulation factor XIII A chain,Bronchoalveolar lavage of normal lung_Q8BH61.html,22812100
F13a1,Q8BH61,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,578.982,Coagulation factor XIII A chain,Normal lung_Q8BH61.html,1244080
F13a1,Q8BH61,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,578.982,Coagulation factor XIII A chain,Normal lung_Q8BH61.html,1244080
